name,switch_motor,set,doubles,doubles2,blackboard,i2c
sc,0,0,26,45,0,0
sc,0,0,35,63,0,0
sc,0,0,35,57,0,0
sc,1,0,31,51,0,0
sc,0,1,29,53,0,0
sc,1,0,43,49,0,0
sc,0,0,29,46,0,0
sc,0,1,28,49,0,0
sc,0,0,30,60,0,0
sc,0,0,32,52,0,0
sc,0,0,29,49,0,0
sc,0,0,27,50,0,0
sc,0,0,29,43,1,0
sc,0,1,36,61,0,0
sc,0,0,34,51,0,0
sc,0,0,29,50,0,0
sc,0,0,27,45,0,0
sc,0,0,35,57,0,0
sc,0,0,36,48,0,0
sc,0,0,30,53,0,0
sc,0,0,28,51,0,0
sc,0,0,31,57,0,0
sc,0,0,29,49,0,0
sc,0,0,29,56,0,0
sc,0,0,33,50,0,0
sc,0,0,32,45,0,0
sc,0,1,31,49,0,0
sc,0,0,34,44,0,0
sc,0,0,28,46,0,0
sc,1,0,27,49,0,0
sc,0,0,27,50,1,0
sc,0,0,31,46,1,0
sc,0,0,29,52,0,0
sc,0,0,30,49,0,0
sc,0,0,28,50,0,0
sc,0,0,30,48,0,0
sc,1,1,36,55,0,0
sc,0,0,29,46,0,0
sc,0,1,27,48,0,0
sc,0,1,34,50,0,0
sc,0,0,29,53,0,0
sc,0,0,40,60,0,0
sc,0,1,35,50,1,0
sc,0,0,28,46,0,0
sc,0,0,31,49,0,0
sc,0,0,32,46,1,0
sc,0,0,42,55,0,0
sc,0,0,35,53,0,0
sc,0,1,27,45,0,0
sc,0,0,26,45,0,0
sc,0,0,30,49,0,0
sc,0,0,28,52,0,0
sc,0,0,29,52,0,0
sc,0,1,30,49,0,0
sc,0,0,34,45,0,0
sc,0,0,26,44,0,0
sc,0,0,29,44,1,0
sc,0,0,53,91,1,0
sc,0,0,30,47,0,0
sc,0,0,25,46,0,0
sc,0,0,28,45,0,0
sc,0,0,31,46,0,0
sc,0,0,31,52,0,0
sc,0,0,33,49,0,0
sc,0,0,29,44,0,0
sc,0,1,34,49,0,0
sc,0,0,34,74,0,0
sc,0,0,30,47,0,0
sc,0,0,29,47,0,0
sc,0,0,28,50,0,0
sc,0,0,38,52,0,0
sc,1,0,30,57,0,0
sc,0,0,30,44,0,0
sc,1,0,32,51,0,0
sc,0,0,27,51,0,0
sc,0,0,30,47,0,0
sc,1,0,24,45,0,0
sc,0,0,26,44,0,0
sc,0,0,28,42,0,0
sc,0,0,26,49,0,0
sc,0,1,34,54,0,0
sc,0,0,33,48,0,0
sc,0,0,29,45,0,0
sc,0,0,27,45,0,0
sc,0,0,28,46,0,0
sc,0,0,37,62,0,0
sc,0,0,34,51,0,0
sc,0,0,28,47,0,0
sc,0,0,32,74,1,0
sc,0,0,28,47,0,0
sc,0,0,30,47,0,0
sc,0,0,31,48,0,0
sc,0,0,37,44,0,0
sc,0,1,32,48,0,0
sc,0,0,27,44,0,0
sc,0,0,31,49,0,0
sc,0,0,33,52,0,0
sc,1,0,34,54,0,0
sc,0,0,35,67,0,0
sc,0,0,29,45,0,0
sc,1,0,27,48,0,0
sc,0,0,29,50,0,0
sc,0,0,29,49,0,0
sc,0,0,36,51,0,0
sc,0,0,31,48,0,0
sc,0,0,28,52,0,0
sc,0,0,31,47,0,0
sc,0,0,33,46,0,0
sc,0,1,33,48,1,0
sc,0,0,35,56,0,0
sc,0,1,28,44,0,0
sc,0,0,31,48,0,0
sc,0,0,25,46,0,0
sc,0,0,37,52,0,0
sc,0,0,33,53,0,0
sc,0,0,28,43,0,0
sc,1,0,26,45,0,0
sc,0,0,25,43,0,0
sc,0,0,31,50,0,0
sc,0,0,40,73,0,0
sc,1,0,32,50,0,0
sc,0,1,32,44,0,0
sc,0,0,32,45,0,0
sc,0,0,28,46,0,0
sc,0,0,31,52,0,0
sc,1,0,32,51,0,0
sc,1,0,30,46,0,0
sc,0,0,27,52,0,0
sc,0,0,27,44,0,0
sc,0,0,26,67,0,0
sc,0,0,32,51,0,0
sc,0,1,32,51,1,0
sc,0,0,29,54,1,0
sc,0,0,34,48,0,0
sc,0,0,26,50,0,0
sc,0,0,32,46,0,0
sc,0,0,31,52,0,0
sc,0,0,29,44,0,0
sc,0,1,27,50,0,0
sc,0,0,29,50,0,0
sc,0,1,25,47,0,0
sc,0,1,29,44,0,0
sc,0,0,41,61,0,0
sc,0,0,30,46,0,0
sc,0,1,25,47,0,0
sc,0,1,30,48,0,0
sc,0,0,26,47,0,0
sc,0,0,30,57,0,0
sc,1,0,41,51,0,0
sc,0,0,28,46,0,0
sc,0,0,32,46,0,0
sc,0,0,27,44,0,0
sc,0,0,30,54,0,0
sc,0,0,34,48,0,0
sc,0,0,25,45,0,0
sc,0,0,28,44,0,0
sc,0,0,25,42,0,0
sc,1,0,25,45,0,0
sc,0,0,28,52,0,0
sc,0,1,27,53,0,0
sc,1,0,36,54,0,0
sc,0,0,27,44,0,0
sc,0,0,28,46,0,0
sc,0,0,27,48,0,0
sc,0,0,30,49,0,0
sc,1,0,26,47,0,0
sc,0,1,28,47,0,0
sc,0,0,29,45,0,0
sc,0,0,29,45,1,0
sc,0,0,25,44,0,0
sc,0,0,27,49,1,0
sc,0,1,48,63,0,0
sc,0,0,30,44,0,0
sc,0,0,27,44,0,0
sc,0,0,29,50,0,0
sc,0,1,26,46,0,0
sc,0,0,29,53,1,0
sc,0,0,32,47,0,0
sc,0,0,27,44,0,0
sc,1,0,25,44,0,0
sc,0,0,26,43,0,0
sc,0,0,27,56,1,0
sc,0,0,32,49,0,0
sc,1,0,31,47,0,0
sc,0,0,28,45,0,0
sc,0,0,26,45,0,0
sc,0,0,37,51,1,0
sc,0,0,35,51,0,0
sc,0,1,31,48,0,0
sc,0,0,28,49,0,0
sc,0,0,28,53,0,0
sc,0,0,31,47,0,0
sc,0,0,30,44,0,0
sc,0,0,27,51,1,0
sc,0,0,30,52,0,0
sc,0,0,28,49,0,0
sc,0,0,28,46,0,0
sc,1,0,35,44,0,0
sc,0,0,24,43,0,0
sc,1,0,31,50,0,0
sc,0,1,29,46,0,0
sc,0,0,27,50,0,0
sc,0,0,25,46,0,0
sc,0,0,28,48,0,0
sc,0,0,26,63,0,0
sc,0,0,29,48,0,0
sc,0,0,29,50,0,0
sc,0,0,27,49,0,0
sc,0,0,28,47,0,0
sc,0,0,30,43,1,0
sc,0,0,31,47,0,0
sc,0,0,25,50,0,0
sc,0,0,28,52,0,0
sc,0,0,33,87,0,0
sc,0,0,26,44,0,0
sc,0,0,30,45,0,0
sc,0,0,27,47,0,0
sc,0,0,26,50,0,0
sc,0,0,29,51,0,0
sc,0,0,29,51,0,0
sc,0,0,28,47,0,0
sc,0,0,31,55,1,0
sc,0,0,27,49,0,0
sc,0,0,27,51,0,0
sc,0,0,29,60,0,0
sc,0,1,35,51,0,0
sc,1,0,37,50,0,0
sc,0,0,32,47,0,0
sc,0,0,29,47,0,0
sc,0,0,32,48,0,0
sc,0,1,33,51,0,0
sc,0,1,30,44,0,0
sc,0,1,26,45,0,0
sc,0,0,26,46,0,0
sc,0,0,31,47,0,0
sc,0,0,27,47,0,0
sc,0,0,32,75,0,0
sc,1,0,33,46,0,0
sc,0,0,24,45,0,0
sc,0,0,26,46,0,0
sc,0,0,28,52,0,0
sc,0,0,28,49,0,0
sc,0,0,35,49,0,0
sc,0,0,29,46,0,0
sc,0,0,31,46,0,0
sc,0,0,26,52,0,0
sc,0,0,32,48,0,0
sc,0,0,32,48,0,0
sc,0,0,35,56,0,0
sc,0,0,26,43,0,0
sc,0,0,28,43,0,0
sc,0,0,30,50,0,0
sc,0,0,29,54,0,0
sc,0,0,36,55,0,0
sc,0,0,30,49,0,0
sc,0,1,30,47,0,0
sc,0,0,30,45,0,0
sc,0,0,40,55,0,0
sc,0,0,31,54,0,0
sc,1,0,30,122,0,0
sc,0,0,28,49,0,0
sc,0,0,26,44,0,0
sc,0,0,25,46,0,0
sc,0,0,26,48,0,0
sc,0,0,28,47,0,0
sc,0,0,33,54,0,0
sc,1,0,31,45,0,0
sc,0,0,28,44,0,0
sc,0,0,28,45,0,0
sc,0,0,35,55,0,0
sc,0,0,29,53,0,0
sc,0,0,35,75,0,0
sc,0,0,29,48,0,0
sc,0,0,29,47,0,0
sc,0,0,27,52,0,0
sc,0,0,31,52,0,0
sc,0,0,33,50,0,0
sc,0,0,26,44,0,0
sc,0,0,28,53,0,0
sc,0,1,31,50,0,0
sc,0,0,28,55,0,0
sc,0,0,31,47,0,0
sc,0,0,29,46,0,0
sc,0,0,26,48,0,0
sc,0,0,32,48,0,0
sc,0,0,24,47,0,0
sc,0,0,37,54,0,0
sc,0,0,34,51,0,0
sc,1,0,26,46,0,0
sc,0,0,29,43,0,0
sc,0,0,27,43,0,0
sc,0,0,34,56,0,0
sc,1,0,32,52,0,0
sc,0,1,33,45,0,0
sc,0,0,25,44,0,0
sc,0,0,33,60,0,0
sc,0,1,43,67,0,0
sc,0,0,33,48,0,0
sc,0,0,25,43,0,0
sc,0,0,25,42,0,0
sc,0,1,29,44,0,0
sc,0,0,27,47,0,0
sc,0,0,43,59,0,0
sc,0,0,29,49,0,0
sc,0,1,28,54,0,0
sc,0,0,28,43,0,0
sc,0,0,31,49,0,0
sc,0,1,29,55,0,0
sc,0,0,32,51,0,0
sc,0,0,32,51,0,0
sc,0,0,29,47,0,0
sc,0,0,26,45,1,0
sc,0,0,32,50,0,0
sc,0,0,38,51,0,0
sc,0,0,63,73,0,0
sc,1,0,28,50,0,0
sc,0,0,27,48,0,0
sc,0,0,31,55,0,0
sc,1,0,33,50,0,0
sc,0,0,29,51,0,0
sc,0,1,28,46,0,0
sc,0,0,26,48,0,0
sc,1,0,25,44,0,0
sc,0,0,31,47,0,0
sc,0,0,28,52,0,0
sc,0,1,41,54,0,0
sc,0,0,27,44,0,0
sc,0,0,30,47,0,0
sc,0,0,26,60,0,0
sc,0,1,31,53,0,0
sc,0,0,31,48,1,0
sc,0,0,29,41,0,0
sc,0,0,25,49,0,0
sc,0,0,25,66,0,0
sc,0,0,28,49,0,0
sc,0,0,30,51,0,0
sc,0,0,29,51,0,0
sc,1,0,39,55,0,0
sc,0,0,28,48,0,0
sc,0,1,32,51,0,0
sc,1,0,30,50,0,0
sc,0,0,31,51,0,0
sc,0,0,31,45,0,0
sc,0,0,25,44,0,0
sc,0,0,32,52,0,0
sc,0,0,30,50,0,0
sc,0,0,33,56,0,0
sc,0,0,31,51,0,0
sc,0,0,29,44,0,0
sc,0,0,27,49,0,0
sc,0,0,28,45,0,0
sc,0,0,25,48,0,0
sc,0,0,29,44,0,0
sc,0,0,30,47,0,0
sc,0,0,33,43,0,0
sc,0,0,33,53,0,0
sc,0,0,29,65,0,0
sc,0,1,37,57,0,0
sc,0,0,30,47,0,0
sc,0,0,28,49,0,0
sc,0,0,30,46,0,0
sc,0,0,27,45,1,0
sc,0,0,27,46,0,0
sc,0,0,28,48,0,0
sc,0,0,31,55,0,0
sc,0,0,43,64,0,0
sc,1,0,32,46,0,0
sc,0,0,26,44,1,0
sc,0,0,29,45,1,0
sc,0,0,26,45,0,0
sc,0,0,33,57,0,0
sc,0,0,31,49,0,0
sc,0,0,26,44,0,0
sc,0,0,29,45,0,0
sc,0,0,27,48,0,0
sc,0,0,27,49,0,0
sc,0,1,33,55,1,0
sc,0,0,32,48,0,0
sc,0,0,27,42,0,0
sc,0,0,34,50,0,0
sc,0,0,26,43,0,0
sc,1,0,25,62,0,0
sc,0,0,29,48,0,0
sc,0,1,31,50,0,0
sc,0,0,26,47,0,0
sc,0,0,33,45,0,0
sc,0,0,28,43,0,0
sc,0,0,33,55,0,0
sc,0,1,34,49,0,0
sc,0,1,32,46,0,0
sc,1,0,29,46,0,0
sc,0,0,30,53,0,0
sc,0,1,31,51,0,0
sc,0,0,36,58,0,0
sc,0,0,37,57,0,0
sc,0,0,33,48,0,0
sc,0,0,30,50,0,0
sc,0,1,28,49,0,0
sc,0,0,28,51,0,0
sc,0,0,27,53,0,0
sc,0,0,28,46,0,0
sc,0,0,27,48,0,0
sc,0,1,29,63,0,0
sc,0,0,27,45,0,0
sc,0,0,29,48,0,0
sc,0,0,29,45,0,0
sc,0,0,27,45,0,0
sc,0,0,27,46,0,0
sc,0,0,27,46,0,0
sc,0,1,26,62,0,0
sc,0,1,35,51,0,0
sc,1,0,39,50,0,0
sc,0,0,28,45,0,0
sc,0,0,26,67,0,0
sc,0,0,26,50,0,0
sc,0,0,31,50,0,0
sc,0,0,31,46,0,0
sc,0,1,34,46,0,0
sc,0,0,27,48,0,0
sc,0,1,32,47,0,0
sc,0,0,26,51,0,0
sc,0,0,55,59,0,0
sc,0,0,29,48,0,0
sc,0,0,25,47,0,0
sc,0,0,29,46,0,0
sc,0,0,31,45,0,0
sc,0,0,27,47,0,0
sc,0,0,29,50,0,0
sc,1,0,40,46,0,0
sc,0,0,31,47,0,0
sc,0,0,26,49,0,0
sc,0,0,27,54,0,0
sc,0,0,35,53,0,0
sc,0,0,30,51,0,0
sc,0,0,28,47,0,0
sc,1,0,28,45,0,0
sc,0,0,28,48,0,0
sc,0,0,31,51,0,0
sc,0,0,34,52,0,0
sc,0,0,30,50,0,0
sc,0,0,27,46,0,0
sc,0,0,27,56,0,0
sc,0,0,34,62,0,0
sc,0,0,30,48,0,0
sc,0,0,30,48,0,0
sc,0,0,35,49,0,0
sc,0,0,31,45,0,0
sc,0,0,32,50,0,0
sc,0,0,31,53,0,0
sc,0,0,34,53,0,0
sc,0,0,30,51,0,0
sc,0,0,26,48,0,0
sc,0,1,27,52,0,0
sc,0,0,26,45,0,0
sc,0,0,30,56,0,0
sc,0,0,37,61,0,0
sc,0,0,33,45,0,0
sc,0,0,31,46,1,0
sc,0,0,27,48,0,0
sc,0,1,32,51,0,0
sc,1,0,30,51,0,0
sc,0,0,29,50,0,0
sc,0,0,27,44,0,0
sc,0,0,27,44,0,0
sc,0,0,25,50,0,0
sc,1,0,28,48,0,0
sc,0,1,28,44,0,0
sc,1,0,27,45,0,0
sc,0,0,30,45,1,0
sc,0,0,27,54,0,0
sc,0,0,33,48,0,0
sc,0,0,35,50,0,0
sc,0,0,31,54,0,0
sc,0,1,38,60,1,0
sc,0,0,29,49,0,0
sc,0,0,26,49,0,0
sc,0,0,29,56,0,0
sc,0,0,29,54,0,0
sc,0,1,26,50,0,0
sc,0,0,33,51,0,0
sc,0,1,29,49,0,0
sc,0,0,29,47,0,0
sc,1,0,27,54,0,0
sc,0,0,30,70,0,0
sc,0,0,30,50,0,0
sc,0,0,28,50,0,0
sc,1,0,33,50,0,0
sc,1,0,32,58,0,0
sc,0,0,34,49,0,0
sc,0,0,29,51,0,0
sc,0,0,33,48,0,0
sc,0,1,34,47,0,0
sc,0,0,33,47,1,0
sc,0,0,27,51,0,0
sc,0,0,29,55,0,0
sc,0,0,33,57,0,0
sc,0,0,30,47,0,0
sc,1,0,27,48,0,0
sc,0,0,26,51,0,0
sc,0,0,34,48,0,0
sc,0,1,32,45,0,0
sc,0,0,32,46,0,0
sc,1,0,29,45,0,0
sc,0,0,28,44,0,0
sc,0,0,32,58,0,0
sc,0,0,32,53,0,0
sc,0,0,32,52,1,0
sc,0,0,27,48,0,0
sc,0,0,30,46,0,0
sc,0,0,27,42,0,0
sc,0,0,29,48,0,0
sc,0,0,32,51,0,0
sc,0,0,31,50,0,0
sc,0,0,24,44,0,0
sc,0,0,28,81,0,0
sc,0,0,29,53,0,0
sc,0,0,33,55,0,0
sc,0,0,30,52,0,0
sc,1,0,28,47,0,0
sc,0,1,36,49,0,0
sc,0,0,27,43,0,0
sc,0,0,26,54,0,0
sc,0,0,31,53,0,0
sc,0,0,32,46,0,0
sc,0,0,28,51,0,0
sc,0,0,28,47,0,0
sc,0,0,28,49,0,0
sc,0,0,35,62,0,0
sc,0,0,39,51,0,0
sc,0,0,30,47,0,0
sc,0,0,29,46,0,0
sc,0,0,29,48,0,0
sc,0,0,31,49,0,0
sc,0,1,29,45,0,0
sc,0,0,31,47,0,0
sc,0,0,25,44,0,0
sc,0,0,26,45,0,0
sc,0,0,26,43,1,0
sc,0,0,27,46,0,0
sc,0,0,33,48,0,0
sc,1,0,34,50,1,0
sc,0,1,29,47,0,0
sc,1,0,30,51,0,0
sc,0,1,28,45,0,0
sc,0,0,30,63,0,0
sc,0,1,35,52,0,0
sc,0,0,27,46,0,0
sc,0,0,34,46,0,0
sc,0,1,28,81,0,0
sc,1,0,30,49,0,0
sc,0,0,32,54,0,0
sc,0,0,40,47,0,0
sc,0,0,28,47,0,0
sc,0,0,26,41,0,0
sc,0,0,34,64,0,0
sc,0,0,32,48,0,0
sc,0,1,32,48,0,0
sc,0,1,25,59,0,0
sc,0,1,27,48,0,0
sc,0,0,28,58,0,0
sc,0,0,37,72,0,0
sc,0,0,34,50,0,0
sc,0,0,30,47,0,0
sc,0,0,27,49,0,0
sc,0,0,28,46,0,0
sc,0,0,37,49,0,0
sc,0,0,30,50,0,0
sc,0,0,39,53,0,0
sc,0,1,27,48,0,0
sc,0,1,32,49,0,0
sc,0,0,32,53,0,0
sc,1,0,28,52,0,0
sc,0,0,36,54,0,0
sc,0,1,28,46,0,0
sc,1,0,28,47,0,0
sc,0,1,30,47,1,0
sc,0,0,29,48,0,0
sc,0,0,30,50,0,0
sc,0,1,39,49,0,0
sc,0,0,31,48,0,0
sc,0,0,28,45,0,0
sc,0,0,30,51,0,0
sc,0,1,31,54,0,0
sc,0,0,55,59,0,0
sc,0,1,33,48,0,0
sc,0,0,26,46,0,0
sc,0,1,31,49,0,0
sc,0,0,31,50,0,0
sc,0,0,30,52,1,0
sc,0,1,31,46,0,0
sc,0,1,29,48,0,0
sc,0,0,34,46,0,0
sc,1,0,36,58,0,0
sc,0,0,33,49,0,0
sc,0,0,30,54,0,0
sc,0,0,30,47,1,0
sc,0,1,30,45,0,0
sc,0,1,25,50,0,0
sc,0,0,31,49,1,0
sc,0,1,28,51,0,0
sc,0,0,31,46,0,0
sc,0,0,26,43,0,0
sc,0,0,29,49,0,0
sc,1,0,28,49,0,0
sc,0,0,31,50,0,0
sc,0,1,40,54,0,0
sc,0,0,27,50,0,0
sc,1,0,30,47,0,0
sc,0,0,27,48,0,0
sc,0,0,29,52,0,0
sc,0,0,32,55,0,0
sc,0,0,42,65,0,0
sc,0,0,32,48,0,0
sc,0,1,29,45,0,0
sc,0,1,30,47,0,0
sc,0,0,32,57,0,0
sc,0,0,32,49,0,0
sc,0,0,29,46,0,0
sc,0,0,27,46,0,0
sc,0,0,25,43,0,0
sc,0,1,27,48,0,0
sc,0,1,33,46,0,0
sc,0,0,32,47,0,0
sc,0,0,28,55,0,0
sc,0,0,33,44,0,0
sc,0,0,26,42,0,0
sc,0,0,28,50,0,0
sc,0,0,30,49,0,0
sc,0,1,35,55,0,0
sc,0,0,29,48,0,0
sc,0,0,28,48,0,0
sc,0,0,30,51,0,0
sc,1,0,32,51,0,0
sc,0,0,30,50,0,0
sc,1,0,30,49,0,0
sc,1,0,29,42,0,0
sc,0,0,27,45,0,0
sc,0,1,36,71,0,0
sc,0,0,32,54,0,0
sc,0,0,27,51,0,0
sc,0,1,27,47,0,0
sc,0,0,28,50,0,0
sc,1,0,28,42,0,0
sc,0,1,30,46,0,0
sc,0,0,33,54,0,0
sc,0,1,31,47,0,0
sc,0,0,31,46,0,0
sc,0,1,26,45,0,0
sc,0,0,26,54,0,0
sc,0,0,33,54,0,0
sc,0,1,31,51,0,0
sc,0,1,38,48,0,0
sc,0,0,34,46,0,0
sc,0,1,27,49,0,0
sc,0,0,26,49,0,0
sc,0,0,28,50,0,0
sc,1,0,30,50,0,0
sc,1,1,37,45,0,0
sc,0,0,28,54,1,0
sc,0,1,29,48,0,0
sc,0,0,28,48,0,0
sc,0,0,28,49,0,0
sc,0,1,31,47,0,0
sc,0,0,33,47,0,0
sc,0,0,29,52,0,0
sc,0,0,31,51,0,0
sc,0,1,32,47,0,0
sc,0,0,28,43,1,0
sc,0,0,31,52,0,0
sc,0,0,31,44,0,0
sc,0,1,28,65,0,0
sc,0,0,34,46,0,0
sc,0,0,33,53,0,0
sc,0,0,32,51,0,0
sc,0,0,33,47,0,0
sc,0,0,28,45,0,0
sc,1,0,30,48,0,0
sc,0,0,28,46,0,0
sc,0,0,34,57,0,0
sc,0,1,32,54,0,0
sc,0,0,25,45,0,0
sc,0,0,31,47,0,0
sc,0,0,31,46,0,0
sc,0,0,31,50,0,0
sc,0,0,30,60,0,0
sc,0,0,27,47,0,0
sc,0,0,27,45,1,0
sc,0,0,28,59,0,0
sc,0,0,36,71,0,0
sc,0,0,43,58,0,0
sc,0,0,32,50,0,0
sc,0,0,27,47,1,0
sc,0,0,26,61,0,0
sc,0,1,30,59,0,0
sc,0,1,32,53,0,0
sc,0,0,30,51,0,0
sc,0,0,33,54,0,0
sc,0,0,30,49,0,0
sc,0,0,27,47,0,0
sc,0,0,32,55,0,0
sc,0,0,28,55,0,0
sc,0,0,31,53,0,0
sc,0,1,25,42,1,0
sc,0,0,25,44,0,0
sc,0,0,25,45,0,0
sc,0,0,26,47,0,0
sc,1,0,29,47,0,0
sc,1,0,41,51,0,0
sc,0,0,29,47,0,0
sc,0,0,28,48,0,0
sc,0,0,26,48,0,0
sc,0,0,33,53,0,0
sc,0,0,32,48,0,0
sc,0,0,29,49,0,0
sc,0,0,29,45,0,0
sc,0,0,25,46,0,0
sc,0,0,27,47,0,0
sc,0,0,26,45,0,0
sc,0,0,34,51,0,0
sc,0,0,28,48,0,0
sc,0,1,34,46,0,0
sc,0,0,30,49,0,0
sc,0,0,31,49,1,0
sc,0,0,31,52,0,0
sc,0,1,38,55,0,0
sc,0,0,29,51,0,0
sc,0,1,28,47,0,0
sc,1,0,26,46,0,0
sc,0,0,27,57,0,0
sc,0,0,31,52,0,0
sc,0,0,28,50,0,0
sc,0,0,28,44,0,0
sc,0,0,24,44,1,0
sc,0,0,26,47,0,0
sc,0,0,40,46,0,0
sc,0,0,29,48,0,0
sc,0,0,27,49,0,0
sc,1,0,27,46,0,0
sc,0,0,30,46,0,0
sc,0,0,30,42,1,0
sc,0,0,27,44,0,0
sc,1,0,36,51,0,0
sc,0,0,30,52,0,0
sc,0,0,33,47,0,0
sc,0,1,31,48,0,0
sc,0,0,27,50,0,0
sc,0,0,27,50,0,0
sc,0,0,33,51,0,0
sc,0,0,31,50,0,0
sc,0,0,27,47,0,0
sc,0,0,26,43,0,0
sc,1,0,25,45,0,0
sc,0,0,27,53,0,0
sc,0,0,29,49,0,0
sc,0,0,25,47,0,0
sc,0,0,26,63,0,0
sc,0,0,28,44,0,0
sc,0,0,31,48,0,0
sc,0,0,30,51,0,0
sc,1,0,30,46,0,0
sc,0,0,31,51,0,0
sc,1,0,28,42,0,0
sc,0,0,29,46,0,0
sc,1,0,30,49,0,0
sc,0,0,25,50,0,0
sc,0,1,30,51,0,0
sc,0,0,29,53,0,0
sc,0,0,27,47,0,0
sc,0,0,26,45,0,0
sc,0,0,28,42,0,0
sc,0,0,23,41,0,0
sc,0,1,35,55,1,0
sc,0,0,30,50,0,0
sc,0,0,29,45,0,0
sc,0,0,24,48,0,0
sc,0,1,27,44,0,0
sc,0,0,27,47,0,0
sc,0,0,32,48,0,0
sc,0,0,29,51,0,0
sc,0,0,31,47,0,0
sc,0,0,26,45,0,0
sc,0,0,26,43,0,0
sc,0,0,33,49,0,0
sc,0,0,27,52,1,0
sc,0,0,34,50,0,0
sc,0,0,28,43,0,0
sc,0,0,24,44,0,0
sc,0,0,27,53,0,0
sc,0,0,27,50,0,0
sc,0,0,32,51,0,0
sc,0,1,31,49,0,0
sc,0,0,32,48,0,0
sc,0,0,34,52,0,0
sc,0,0,30,48,0,0
sc,0,0,30,60,0,0
sc,0,0,28,52,0,0
sc,0,0,32,54,0,0
sc,0,0,33,49,0,0
